year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2023,4,3,114.0,Bezos,Jeff,Jeff Bezos,1964-01-12,59.0,Male,United States,United States,Medina,Technology,['Technology'],Amazon,Chairman and Founder,True,Decreased
2023,4,4,107.0,Ellison,Larry,Larry Ellison,1944-08-17,78.0,Male,United States,United States,Lanai,Technology,['Technology'],Oracle,CTO and Founder,True,Increased
2023,4,5,106.0,Buffett,Warren,Warren Buffett,1930-08-30,92.0,Male,United States,United States,Omaha,Finance & Investments,['Finance & Investments'],Berkshire Hathaway Inc. (Cl A),CEO,True,Decreased
2023,4,6,104.0,Gates,Bill,Bill Gates,1955-10-28,67.0,Male,United States,United States,Medina,Technology,['Technology'],Bill & Melinda Gates Foundation,Cochair,True,Decreased
2023,4,7,94.5,Bloomberg,Michael,Michael Bloomberg,1942-02-14,81.0,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],Bloomberg,CEO,True,Increased
2023,4,8,93.0,Slim Helu,Carlos,Carlos Slim Helu & family,1940-01-28,83.0,Male,Mexico,Mexico,Mexico City,Telecom,['Telecom'],América Móvil,Honorary Chairman,True,Increased
2023,4,9,83.4,Ambani,Mukesh,Mukesh Ambani,1957-04-19,65.0,Male,India,India,Mumbai,Diversified,['Diversified'],Reliance Industries,Founder and Chairman,False,Decreased
2023,4,10,80.7,Ballmer,Steve,Steve Ballmer,1956-03-24,67.0,Male,United States,United States,Hunts Point,Technology,['Technology'],Los Angeles Clippers,Owner,True,Decreased
2023,4,11,80.5,Bettencourt Meyers,Francoise,Francoise Bettencourt Meyers & family,1953-07-10,69.0,Female,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2023,4,12,79.2,Page,Larry,Larry Page,1973-03-26,50.0,Male,United States,United States,Palo Alto,Technology,['Technology'],Alphabet,Cofounder and board member,True,Decreased
2023,4,13,77.3,Ortega,Amancio,Amancio Ortega,1936-03-28,87.0,Male,Spain,Spain,La Coruna,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2023,4,14,76.0,Brin,Sergey,Sergey Brin,1973-08-21,49.0,Male,United States,United States,Los Altos,Technology,['Technology'],Alphabet,Cofounder and board member,True,Decreased
2023,4,15,68.0,Zhong,Shanshan,Zhong Shanshan,1954-12-01,68.0,Male,China,China,Hangzhou,Food & Beverage,['Food & Beverage'],,,True,Increased
2023,4,16,64.4,Zuckerberg,Mark,Mark Zuckerberg,1984-05-14,38.0,Male,United States,United States,Palo Alto,Technology,['Technology'],Meta Platforms,Cofounder,True,Decreased
2023,4,17,59.0,Koch,Charles,Charles Koch,1935-11-01,87.0,Male,United States,United States,Wichita,Diversified,['Diversified'],"Koch Industries, Inc.",Chairman and CEO,False,Decreased
2023,4,17,59.0,Koch,Julia,Julia Koch & family,1962-04-12,60.0,Female,United States,United States,New York,Diversified,['Diversified'],,,False,Decreased
2023,4,19,58.8,Walton,Jim,Jim Walton,1948-06-07,74.0,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],"Arvest Bank Group, Inc.",Chairman and CEO,False,Decreased
2023,4,20,57.6,Walton,Rob,Rob Walton,1944-10-27,78.0,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],Walmart,Director,False,Decreased
2021,4,1,177.0,Bezos,Jeff,Jeff Bezos,1964-01-12,57.0,Male,United States,United States,Seattle,Technology,['Technology'],Amazon,Entrepreneur,True,Increased
2021,4,2,151.0,Musk,Elon,Elon Musk,1971-06-28,49.0,Male,United States,United States,Austin,Automotive,['Automotive'],Tesla,CEO and Chairman,True,Increased
2021,4,3,150.0,Arnault,Bernard,Bernard Arnault & family,1949-03-05,72.0,Male,France,France,Paris,Fashion & Retail,['Fashion & Retail'],LVMH Moet Hennessy Louis Vuitton,Chairman and CEO,False,Increased
2021,4,4,124.0,Gates,Bill,Bill Gates,1955-10-28,65.0,Male,United States,United States,Medina,Technology,['Technology'],Bill & Melinda Gates Foundation,Cofounder,True,Increased
2021,4,5,97.0,Zuckerberg,Mark,Mark Zuckerberg,1984-05-14,36.0,Male,United States,United States,Palo Alto,Technology,['Technology'],Facebook,Entrepreneur,True,Increased
2021,4,6,96.0,Buffett,Warren,Warren Buffett,1930-08-30,90.0,Male,United States,United States,Omaha,Finance & Investments,['Finance & Investments'],Berkshire Hathaway Inc. (Cl A),CEO,True,Increased
2021,4,7,93.0,Ellison,Larry,Larry Ellison,1944-08-17,76.0,Male,United States,United States,Lanai,Technology,['Technology'],Oracle Corp.,CTO and Founder,True,Increased
2021,4,8,91.5,Page,Larry,Larry Page,1973-03-26,48.0,Male,United States,United States,Palo Alto,Technology,['Technology'],Alphabet,Entrepreneur,True,Increased
2021,4,9,89.0,Brin,Sergey,Sergey Brin,1973-08-21,47.0,Male,United States,United States,Los Altos,Technology,['Technology'],Alphabet,Cofounder and board member,True,Increased
2021,4,10,84.5,Ambani,Mukesh,Mukesh Ambani,1957-04-19,63.0,Male,India,India,Mumbai,Diversified,['Diversified'],Reliance Industries Ltd.,Founder and Chairman,False,Increased
2021,4,11,77.0,Ortega,Amancio,Amancio Ortega,1936-03-28,85.0,Male,Spain,Spain,La Coruna,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2021,4,12,73.6,Bettencourt Meyers,Francoise,Francoise Bettencourt Meyers & family,1953-07-10,67.0,Female,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2021,4,13,68.9,Zhong,Shanshan,Zhong Shanshan,1954-12-01,66.0,Male,China,China,Hangzhou,Food & Beverage,['Food & Beverage'],,,True,Increased
2021,4,14,68.7,Ballmer,Steve,Steve Ballmer,1956-03-24,65.0,Male,United States,United States,Hunts Point,Technology,['Technology'],Los Angeles Clippers,Owner,True,Increased
2021,4,15,65.8,Ma,Huateng,Ma Huateng,1971-10-29,49.0,Male,China,China,Shenzhen,Technology,['Technology'],Tencent,Chairman and CEO,True,Increased
2021,4,16,62.8,Slim Helu,Carlos,Carlos Slim Helu & family,1940-01-28,81.0,Male,Mexico,Mexico,Mexico City,Telecom,['Telecom'],America Movil SAB de CV (ADR),Honorary Chairman,True,Increased
2021,4,17,61.8,Walton,Alice,Alice Walton,1949-10-07,71.0,Female,United States,United States,Fort Worth,Fashion & Retail,['Fashion & Retail'],Crystal Bridges Museum of American Art,Philanthropist,False,Increased
2021,4,18,60.2,Walton,Jim,Jim Walton,1948-06-07,72.0,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],"Arvest Bank Group, Inc.",Chairman and CEO,False,Increased
2021,4,19,59.5,Walton,Rob,Rob Walton,1944-10-27,76.0,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],Walmart Inc.,Director,False,Increased
2021,4,20,59.0,Bloomberg,Michael,Michael Bloomberg,1942-02-14,79.0,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],Bloomberg L.P.,CEO,True,Increased
2009,3,1,40.0,Gates,William,Bill Gates,1955-10-28,53.0,Male,United States,United States,Medina,Technology,['Technology                    '],Bill & Melinda Gates Foundation,Co-Chair,False,Decreased
2009,3,2,37.0,Buffett,Warren,Warren Buffett,1930-08-30,78.0,Male,United States,United States,Omaha,Investments,['Investments                   '],Berkshire Hathaway,Chairman,False,Decreased
2009,3,3,35.0,,,Carlos Slim Helu & family,,69.0,,Mexico,Mexico,Mexico City,,['Telecommunications'],,,,
2009,3,4,22.5,Ellison,Lawrence,Larry Ellison,1944-08-17,64.0,Male,United States,United States,Woodside,Technology,['Technology                    '],Oracle,CEO,False,Decreased
2009,3,5,22.0,,,Ingvar Kamprad & family,,83.0,,Sweden,Switzerland,Lausanne,,['Retail'],,,,
2009,3,6,21.5,,,Karl Albrecht,,89.0,,Germany,Germany,Mulheim an der Ruhr,,['Retail'],,,,
2009,3,7,19.5,,,Mukesh Ambani,,51.0,,India,India,Mumbai,,['Manufacturing'],,,,
2009,3,8,19.3,,,Lakshmi Mittal,,58.0,,India,United Kingdom,London,,['Steel'],,,,
2009,3,10,18.3,,,Amancio Ortega,,73.0,,Spain,Spain,La Coruna,,['Retail'],,,,
2009,3,11,17.8,Walton,Jim,Jim Walton,1948-01-01,61.0,Male,United States,United States,Bentonville,Fashion and Retail,['Fashion and Retail            '],"Arvest Bank Group, Inc.",Chairman and CEO,False,Decreased
2009,3,12,17.6,Walton,Alice,Alice Walton,1949-10-07,59.0,Female,United States,United States,Fort Worth,Billionaire,['Billionaire'],Crystal Bridges Museum of American Art,Philanthropist,False,Decreased
2009,3,12,17.6,Walton,Christy,Christy Walton & family,1955-01-01,54.0,Female,United States,United States,Jackson,Fashion and Retail,['Fashion and Retail            '],Children's Scholarship Fund,Co-Chair,False,Decreased
2009,3,12,17.6,Walton,S. Robson,S. Robson Walton,1944-01-01,65.0,Male,United States,United States,Bentonville,Fashion and Retail,['Fashion and Retail            '],Wal-Mart Stores,Chairman,False,Decreased
2009,3,15,16.5,,,Bernard Arnault,,60.0,,France,France,Paris,,['Luxury Goods'],,,,
2009,3,16,16.2,,,Ka-shing Li,,80.0,,Hong Kong,Hong Kong,Hong Kong,,['Diversified'],,,,
2009,3,17,16.0,Bloomberg,Michael,Michael Bloomberg,1942-02-14,67.0,Male,United States,United States,New York,Politics,['Politics'],,,False,Increased
2009,3,18,14.5,,,Stefan Persson,,61.0,,Sweden,Sweden,Stockholm,,['Retail'],,,,
2009,3,19,14.0,Koch,Charles,Charles Koch,1935-11-01,73.0,Male,United States,United States,Wichita,Diversified,['Diversified'],,,False,Decreased
2009,3,19,14.0,Koch,David,David Koch,1940-05-03,68.0,Male,United States,United States,New York,Diversified,['Diversified'],,,False,Decreased
2009,3,21,13.4,,,Liliane Bettencourt,,86.0,,France,France,Paris,,['Consumer Products'],,,,
2008,3,1,62.0,,,Warren Buffett,,77.0,,United States,United States,Omaha,,['Investments'],,,,
2008,3,2,60.0,,,Carlos Slim Helu & family,,68.0,,Mexico,Mexico,Mexico City,,,,,,
2008,3,3,58.0,Gates,William,Bill Gates,1955-10-28,52.0,Male,United States,United States,Medina,,['Technology'],,,False,Increased
2008,3,4,45.0,,,Lakshmi Mittal,,57.0,,India,United Kingdom,London,,['Manufacturing'],,,,
2008,3,5,43.0,,,Mukesh Ambani,,50.0,,India,India,Mumbai,,['Manufacturing'],,,,
2008,3,6,42.0,,,Anil Ambani,,48.0,,India,India,Mumbai,,,,,,
2008,3,7,31.0,,,Ingvar Kamprad & family,,81.0,,Sweden,Switzerland,Lausanne,,['Retail'],,,,
2008,3,8,30.0,,,Kushal Pal Singh,,76.0,,India,India,Delhi,,['Real Estate'],,,,
2008,3,9,28.0,,,Oleg Deripaska,,40.0,,Russia,Russia,Moscow,,,,,,
2008,3,10,27.0,,,Karl Albrecht,,88.0,,Germany,Germany,Mulheim an der Ruhr,,['Retail'],,,,
2008,3,11,26.5,,,Ka-shing Li,,79.0,,Hong Kong,Hong Kong,Hong Kong,,,,,,
2008,3,12,26.0,Adelson,Sheldon,Sheldon Adelson,1933-08-04,74.0,Male,United States,United States,Las Vegas,Gaming,['Gaming'],Las Vegas Sands,Chairman and CEO,False,Decreased
2008,3,13,25.5,,,Bernard Arnault,,59.0,,France,France,Paris,,,,,,
2008,3,14,25.0,Ellison,Lawrence,Larry Ellison,1944-08-17,63.0,Male,United States,United States,Woodside,Technology,['Technology                    '],Oracle,CEO,False,Increased
2008,3,15,23.5,,,Roman Abramovich,,41.0,,Russia,Russia,Moscow,,,,,,
2008,3,17,22.9,,,Liliane Bettencourt,,85.0,,France,France,Paris,,['Manufacturing'],,,,
2008,3,18,21.2,Mordashov,Alexey,Alexey Mordashov,1965-09-26,42.0,Male,Russia,Russia,Moscow,,['Metals & Mining'],,,False,Increased
2008,3,19,21.0,,,Prince Alwaleed Bin Talal Alsaud,,51.0,,Saudi Arabia,Saudi Arabia,Riyadh,,['Investments'],,,,
2008,3,20,20.8,,,Mikhail Fridman,,43.0,,Russia,Russia,Moscow,,,,,,
2008,3,21,20.3,,,Vladimir Lisin,,51.0,,Russia,Russia,Moscow,,['Manufacturing'],,,,
2020,4,1,113.0,Bezos,Jeff,Jeff Bezos,1964-01-12,56.0,Male,United States,United States,Seattle,Technology,['Technology'],Amazon,Entrepreneur,True,Decreased
2020,4,2,98.0,Gates,Bill,Bill Gates,1955-10-28,64.0,Male,United States,United States,Medina,Technology,['Technology'],Bill & Melinda Gates Foundation,Cofounder,True,Increased
2020,4,3,76.0,Arnault,Bernard,Bernard Arnault & family,1949-03-05,71.0,Male,France,France,Paris,Fashion & Retail,['Fashion & Retail'],LVMH Moet Hennessy Louis Vuitton,Chairman and CEO,False,Remained Even
2020,4,4,67.5,Buffett,Warren,Warren Buffett,1930-08-30,89.0,Male,United States,United States,Omaha,Finance & Investments,['Finance & Investments'],Berkshire Hathaway,CEO,True,Decreased
2020,4,5,59.0,Ellison,Larry,Larry Ellison,1944-08-17,75.0,Male,United States,United States,Woodside,Technology,['Technology'],Oracle,CTO and Founder,True,Decreased
2020,4,6,55.1,Ortega,Amancio,Amancio Ortega,1936-03-28,84.0,Male,Spain,Spain,La Coruna,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2020,4,7,54.7,Zuckerberg,Mark,Mark Zuckerberg,1984-05-14,35.0,Male,United States,United States,Palo Alto,Technology,['Technology'],Facebook,Entrepreneur,True,Decreased
2020,4,8,54.6,Walton,Jim,Jim Walton,1948-06-07,71.0,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],"Arvest Bank Group, Inc.",Chairman and CEO,False,Increased
2020,4,9,54.4,Walton,Alice,Alice Walton,1949-10-07,70.0,Female,United States,United States,Fort Worth,Fashion & Retail,['Fashion & Retail'],Crystal Bridges Museum of American Art,Philanthropist,False,Increased
2020,4,10,54.1,Walton,Rob,Rob Walton,1944-10-27,75.0,Male,United States,United States,Bentonville,Fashion & Retail,['Fashion & Retail'],Walmart,Director,False,Increased
2020,4,11,52.7,Ballmer,Steve,Steve Ballmer,1956-03-24,64.0,Male,United States,United States,Hunts Point,Technology,['Technology'],Los Angeles Clippers,Owner,True,Increased
2020,4,12,52.1,Slim Helu,Carlos,Carlos Slim Helu & family,1940-01-28,80.0,Male,Mexico,Mexico,Mexico City,Telecom,['Telecom'],America Movil SAB de CV (ADR),Honorary Chairman,True,Decreased
2020,4,13,50.9,Page,Larry,Larry Page,1973-03-26,47.0,Male,United States,United States,Palo Alto,Technology,['Technology'],Alphabet,Entrepreneur,True,Increased
2020,4,14,49.1,Brin,Sergey,Sergey Brin,1973-08-21,46.0,Male,United States,United States,Los Altos,Technology,['Technology'],Alphabet,Cofounder and board member,True,Decreased
2020,4,15,48.9,Bettencourt Meyers,Francoise,Francoise Bettencourt Meyers & family,1953-07-10,66.0,Female,France,France,Paris,Fashion & Retail,['Fashion & Retail'],,,False,Decreased
2020,4,16,48.0,Bloomberg,Michael,Michael Bloomberg,1942-02-14,78.0,Male,United States,United States,New York,Media & Entertainment,['Media & Entertainment'],Bloomberg L.P.,CEO,True,Decreased
2020,4,17,38.8,Ma,Jack,Jack Ma,1964-09-10,55.0,Male,China,China,Hangzhou,Technology,['Technology'],Alibaba Group,Founder and Executive Chairman,True,Increased
2020,4,18,38.2,Koch,Charles,Charles Koch,1935-11-01,84.0,Male,United States,United States,Wichita,Diversified,['Diversified'],Koch Industries,CEO,False,Decreased
2020,4,18,38.2,Koch,Julia,Julia Koch & family,1962-04-12,57.0,Female,United States,United States,New York,Diversified,['Diversified'],,,False,
2020,4,20,38.1,Ma,Huateng,Ma Huateng,1971-10-29,48.0,Male,China,China,Shenzhen,Technology,['Technology'],Tencent Holdings,Chairman and CEO,True,Decreased
